City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Sangolqui,EC,2021-05-23 23:03:19,-0.3341,-78.4522,57.69,80,73,3.71
298,Broome,US,2021-05-23 23:03:19,42.2506,-75.833,65.53,92,90,3.0
299,Hirara,JP,2021-05-23 23:03:20,24.8,125.2833,81.91,87,47,15.55
300,Poya,NC,2021-05-23 23:03:20,-21.35,165.15,72.54,63,47,8.52
301,Jumla,NP,2021-05-23 23:03:20,29.2747,82.1838,51.6,90,1,2.95
302,Usinsk,RU,2021-05-23 23:03:31,65.9939,57.5281,33.67,58,51,10.27
303,Mecca,SA,2021-05-23 23:03:32,21.4267,39.8261,84.63,46,0,1.81
304,Mangan,IN,2021-05-23 23:03:32,27.5167,88.5333,70.77,73,19,5.55
305,Lasa,IT,2021-05-23 23:03:32,46.6166,10.7002,47.35,94,100,3.56
306,Anjozorobe,MG,2021-05-23 23:03:33,-18.4,47.8667,57.52,96,79,3.06
307,Ulaanbaatar,MN,2021-05-23 23:03:33,47.9077,106.8832,33.93,68,20,7.05
308,Porto Walter,BR,2021-05-23 23:03:34,-8.2686,-72.7439,78.55,82,99,2.73
309,Vostok,RU,2021-05-23 23:03:34,46.4856,135.8833,60.04,59,100,5.84
310,Terney,RU,2021-05-23 23:03:35,45.0503,136.6092,52.63,87,85,3.76
311,Bambanglipuro,ID,2021-05-23 23:03:35,-7.95,110.2833,75.06,91,49,3.29
312,Dunedin,NZ,2021-05-23 22:59:34,-45.8742,170.5036,48.79,70,91,5.01
313,Viedma,AR,2021-05-23 23:03:47,-40.8135,-62.9967,51.98,61,29,7.83
314,Bure,ET,2021-05-23 23:03:48,10.7,37.0667,65.71,51,89,3.0
315,Torbay,CA,2021-05-23 23:03:48,47.6666,-52.7314,50.58,93,90,21.85
316,Deoria,IN,2021-05-23 23:03:49,26.5047,83.7872,85.03,33,0,4.09
317,Lower Hutt,NZ,2021-05-23 23:00:09,-41.2167,174.9167,56.01,91,90,8.01
318,Kabinda,CD,2021-05-23 23:01:27,-6.1333,24.4833,70.79,57,85,3.11
319,Muros,ES,2021-05-23 23:03:49,42.7762,-9.0603,59.09,94,100,18.68
320,Ixtapa,MX,2021-05-23 23:04:01,20.7,-105.2,81.63,78,20,13.8
321,Garachine,PA,2021-05-23 23:04:01,8.0647,-78.3628,80.64,86,100,5.57
322,Krasnoselkup,RU,2021-05-23 23:04:02,65.7,82.4667,44.37,85,94,6.8
323,Ahipara,NZ,2021-05-23 23:01:33,-35.1667,173.1667,58.89,68,96,16.26
324,Tsogni,GA,2021-05-23 23:04:03,-2.7942,10.0988,75.99,92,99,4.03
325,Svetlogorsk,BY,2021-05-23 23:04:03,52.6333,29.7333,48.94,90,97,4.0
326,Talnakh,RU,2021-05-23 23:03:00,69.4865,88.3972,33.21,99,100,7.14
327,Nyurba,RU,2021-05-23 23:04:15,63.2842,118.3319,49.37,40,0,2.91
328,Kuntaur,GM,2021-05-23 23:04:16,13.6667,-14.8833,87.19,28,73,12.84
329,Dingle,PH,2021-05-23 23:01:58,10.9995,122.6711,80.42,79,1,3.36
330,Naze,JP,2021-05-23 23:04:16,28.3667,129.4833,74.32,90,79,16.33
331,Prince Rupert,CA,2021-05-23 23:04:05,54.3161,-130.3201,53.02,71,72,5.12
332,Mar Del Plata,AR,2021-05-23 23:04:17,-38.0023,-57.5575,56.12,55,72,11.01
333,Basco,PH,2021-05-23 23:04:18,20.4487,121.9702,83.77,79,75,14.03
334,Ylivieska,FI,2021-05-23 23:04:18,64.0833,24.55,44.89,99,100,4.27
335,Puerto Escondido,MX,2021-05-23 23:04:19,15.85,-97.0667,87.89,60,2,6.13
336,Salekhard,RU,2021-05-23 23:04:30,66.53,66.6019,35.13,62,30,22.68
337,Namie,JP,2021-05-23 23:04:31,37.4833,141.0,72.97,65,59,0.54
338,Uyuni,BO,2021-05-23 23:04:31,-20.4597,-66.825,42.01,20,84,8.77
339,Nanakuli,US,2021-05-23 23:04:32,21.3906,-158.1547,83.03,68,75,1.45
340,Hobyo,SO,2021-05-23 23:04:32,5.3505,48.5268,79.05,76,94,20.67
341,Galesong,ID,2021-05-23 23:04:32,-5.3166,119.3661,75.22,82,65,6.17
342,Namibe,AO,2021-05-23 23:04:33,-15.1961,12.1522,73.36,76,52,5.21
343,Christchurch,NZ,2021-05-23 23:03:08,-43.5333,172.6333,52.92,87,90,5.99
344,Nabire,ID,2021-05-23 23:04:34,-3.3667,135.4833,76.23,94,100,3.15
345,Kampot,KH,2021-05-23 23:04:45,10.6167,104.1833,80.65,82,100,10.89
346,Provideniya,RU,2021-05-23 23:04:46,64.3833,-173.3,35.71,69,90,17.9
347,Guaira,BR,2021-05-23 23:04:46,-20.3183,-48.3106,67.1,95,100,6.85
348,Barcelos,PT,2021-05-23 23:04:47,41.5388,-8.6151,57.85,93,95,6.85
349,Salamanca,ES,2021-05-23 23:04:47,40.8333,-6.0,49.78,82,4,8.86
350,Vila Franca Do Campo,PT,2021-05-23 23:04:48,37.7167,-25.4333,57.61,77,31,3.51
351,Soe,ID,2021-05-23 23:04:48,-9.8607,124.284,65.84,81,40,3.02
352,Kuah,MY,2021-05-23 23:04:49,6.3265,99.8432,84.22,75,99,8.97
353,Neiafu,TO,2021-05-23 23:01:12,-18.65,-173.9833,83.08,78,20,6.91
354,Gurjaani,GE,2021-05-23 23:04:50,41.7429,45.8011,67.86,52,90,5.08
355,San Bartolome De Tirajana,ES,2021-05-23 23:05:01,27.9248,-15.5733,57.31,73,75,17.83
356,Kolyshley,RU,2021-05-23 23:05:04,52.7005,44.5367,62.11,98,100,7.02
357,Nemuro,JP,2021-05-23 23:02:48,43.3236,145.575,45.23,93,100,3.87
358,Pangnirtung,CA,2021-05-23 23:05:05,66.1451,-65.7125,17.11,84,92,3.27
359,Lindsay,US,2021-05-23 23:05:16,36.203,-119.0882,83.77,14,1,9.8
360,Praya,CV,2021-05-23 23:05:17,14.9215,-23.5087,73.94,73,75,14.97
361,Tabora,TZ,2021-05-23 23:05:17,-5.0167,32.8,62.46,72,7,3.87
362,Chicama,PE,2021-05-23 23:05:18,-7.8447,-79.1469,64.94,75,58,7.7
363,Hay River,CA,2021-05-23 23:05:18,60.8156,-115.7999,59.38,47,49,6.15
364,Vrangel,RU,2021-05-23 23:05:18,42.7297,133.0839,52.14,97,100,5.41
365,Lompoc,US,2021-05-23 23:01:09,34.6391,-120.4579,74.57,70,0,5.01
366,Hereford,GB,2021-05-23 23:02:27,52.0568,-2.7148,48.02,94,98,11.65
367,Ashqelon,IL,2021-05-23 23:05:19,31.6693,34.5715,68.41,72,30,5.59
368,Guanica,PR,2021-05-23 23:05:31,17.9716,-66.908,83.12,71,14,7.0
369,Florianopolis,BR,2021-05-23 23:05:31,-27.6146,-48.5012,67.62,35,0,1.01
370,Cabedelo,BR,2021-05-23 23:05:32,-6.9811,-34.8339,77.99,86,59,10.83
371,Russell,US,2021-05-23 23:05:32,32.3502,-85.1999,90.79,39,1,1.68
372,Litovko,RU,2021-05-23 23:05:33,49.2361,135.1742,63.75,74,100,14.83
373,Arlit,NE,2021-05-23 23:05:33,18.7369,7.3853,90.79,8,1,11.23
374,Olavarria,AR,2021-05-23 23:05:34,-36.8927,-60.3225,50.43,76,87,10.27
375,Seydi,TM,2021-05-23 23:05:34,39.4816,62.9137,75.72,22,0,2.51
376,Dvinskoy,RU,2021-05-23 23:05:46,62.1535,45.1175,54.45,69,100,8.97
377,Trat,TH,2021-05-23 23:05:47,12.5,102.5,79.79,93,91,1.92
378,Alta Floresta,BR,2021-05-23 23:05:47,-9.8756,-56.0861,76.19,86,79,3.33
379,Yulara,AU,2021-05-23 23:05:48,-25.2406,130.9889,63.5,33,6,6.6
380,Marsh Harbour,BS,2021-05-23 23:05:29,26.5412,-77.0636,73.94,59,96,12.1
381,Mlonggo,ID,2021-05-23 23:05:48,-6.5333,110.7,80.49,86,19,6.11
382,Bonavista,CA,2021-05-23 23:05:49,48.6499,-53.1147,48.11,97,100,14.79
383,Adre,TD,2021-05-23 23:05:49,13.4667,22.2,81.07,15,4,11.59
384,Mafinga,TZ,2021-05-23 23:05:50,-7.25,35.0667,61.29,67,27,3.22
385,Axim,GH,2021-05-23 23:05:50,4.8699,-2.2405,79.63,86,51,4.7
386,Vestmannaeyjar,IS,2021-05-23 23:05:51,63.4427,-20.2734,44.02,77,35,7.25
387,Nusaybin,TR,2021-05-23 23:06:02,37.0778,41.2178,66.49,37,7,7.67
388,Burns Lake,CA,2021-05-23 23:06:03,54.2331,-125.7533,65.82,25,24,6.53
389,Porto Novo,BJ,2021-05-23 23:06:03,6.4965,2.6036,79.74,79,92,4.65
390,Adrar,MR,2021-05-23 23:06:04,20.5022,-10.0711,91.44,20,18,10.29
391,Nishihara,JP,2021-05-23 23:06:04,26.1842,127.7558,82.45,85,75,13.73
392,Diamantino,BR,2021-05-23 23:06:05,-14.4086,-56.4461,70.3,96,100,6.31
393,Longyearbyen,SJ,2021-05-23 23:01:52,78.2186,15.6401,26.44,68,20,9.22
394,Vanavara,RU,2021-05-23 23:06:05,60.34,102.2797,46.29,69,26,6.02
395,Shangzhi,CN,2021-05-23 23:06:06,45.2167,127.9667,52.72,75,8,15.95
396,Ambanja,MG,2021-05-23 23:06:17,-13.6833,48.45,70.86,82,94,3.94
397,Ruwi,OM,2021-05-23 23:06:18,23.5996,58.5507,88.68,53,0,6.64
398,Caravelas,BR,2021-05-23 23:01:43,-17.7125,-39.2481,76.17,86,59,10.07
399,Price,US,2021-05-23 23:06:19,39.5994,-110.8107,58.26,24,75,11.5
400,Kaeo,NZ,2021-05-23 23:06:19,-35.1,173.7833,57.13,69,100,13.94
401,San Quintin,MX,2021-05-23 23:06:20,30.4833,-115.95,66.4,59,0,19.93
402,Plettenberg Bay,ZA,2021-05-23 23:06:20,-34.0527,23.3716,66.99,36,45,8.5
403,Half Moon Bay,US,2021-05-23 23:06:32,37.4636,-122.4286,76.53,76,40,10.51
404,Tessalit,ML,2021-05-23 23:06:32,20.1986,1.0114,94.42,19,96,15.46
405,Northam,GB,2021-05-23 23:06:33,51.0333,-4.2167,49.08,88,67,12.84
406,Portland,US,2021-05-23 23:02:37,45.5234,-122.6762,67.69,75,75,4.0
407,Clonakilty,IE,2021-05-23 23:06:34,51.6231,-8.8706,44.1,80,82,8.16
408,Sao Joao Da Barra,BR,2021-05-23 23:04:07,-21.6403,-41.0511,75.34,84,100,10.33
409,Kanniyakumari,IN,2021-05-23 23:06:35,8.0833,77.5667,81.12,84,100,16.91
410,Mount Isa,AU,2021-05-23 23:06:46,-20.7333,139.5,69.57,49,1,5.75
411,Walvis Bay,NA,2021-05-23 23:03:08,-22.9575,14.5053,74.08,31,0,4.97
412,Klaksvik,FO,2021-05-23 23:07:09,62.2266,-6.589,43.72,77,96,5.75
413,Gisborne,NZ,2021-05-23 23:07:10,-38.6533,178.0042,54.95,84,100,24.63
414,Cumberland,US,2021-05-23 23:07:10,35.0502,-78.8664,91.83,28,1,12.66
415,Berbera,SO,2021-05-23 23:07:10,10.4396,45.0143,89.19,55,42,5.91
416,Fukuma,JP,2021-05-23 23:02:15,33.7667,130.4667,66.29,95,100,5.26
417,Saldanha,ZA,2021-05-23 23:04:03,-33.0117,17.9442,63.32,53,39,12.1
418,Huancabamba,PE,2021-05-23 23:07:11,-5.2386,-79.4506,60.22,93,81,5.73
419,Nehe,CN,2021-05-23 23:07:12,48.4833,124.8333,47.95,59,85,15.48
420,Kloulklubed,PW,2021-05-23 23:07:12,7.0419,134.2556,81.1,78,100,10.83
421,Payo,ID,2021-05-23 23:07:13,-3.7508,103.6372,71.92,98,58,1.61
422,Bereda,ES,2021-05-23 23:02:32,43.2686,-7.5406,52.41,97,99,8.75
423,Storforshei,NO,2021-05-23 23:07:36,66.4043,14.5233,40.66,86,97,4.45
424,Mushie,CD,2021-05-23 23:07:47,-3.0167,16.9,73.56,93,100,0.83
425,Lyngseidet,NO,2021-05-23 23:07:48,69.5763,20.2189,35.69,78,23,7.61
426,Panguna,PG,2021-05-23 23:07:48,-6.3164,155.4848,78.78,69,100,0.74
427,Indramayu,ID,2021-05-23 23:07:48,-6.3264,108.32,79.23,83,44,7.49
428,Yar-Sale,RU,2021-05-23 23:07:49,66.8333,70.8333,46.51,69,59,21.65
429,Ambalavao,MG,2021-05-23 23:07:08,-21.8333,46.9333,53.65,94,15,3.31
430,Erenhot,CN,2021-05-23 23:07:50,43.6475,111.9767,45.48,28,75,12.64
431,Fier,AL,2021-05-23 23:07:50,40.7239,19.5561,62.29,71,46,4.43
432,Loikaw,MM,2021-05-23 23:07:51,19.6742,97.2094,68.92,96,88,2.48
433,Kozhva,RU,2021-05-23 23:08:02,65.1073,57.0459,36.45,57,57,6.69
434,Inirida,CO,2021-05-23 23:08:03,3.8653,-67.9239,76.71,95,99,1.66
435,Port Elizabeth,ZA,2021-05-23 23:08:03,-33.918,25.5701,52.09,71,0,1.14
436,Fortuna,US,2021-05-23 23:08:04,40.5982,-124.1573,75.18,63,1,3.0
437,Liverpool,GB,2021-05-23 23:08:04,53.4106,-2.9779,47.68,79,86,1.99
438,Cervo,ES,2021-05-23 23:08:05,43.6702,-7.4101,55.96,84,98,18.25
439,Mapiripan,CO,2021-05-23 23:08:05,2.8892,-72.1256,75.36,95,83,2.95
440,Woodward,US,2021-05-23 23:08:05,36.4337,-99.3904,71.92,74,90,20.96
441,Grand Gaube,MU,2021-05-23 23:08:06,-20.0064,57.6608,69.39,83,47,3.0
442,Batticaloa,LK,2021-05-23 23:08:06,7.7102,81.6924,80.4,78,80,6.2
443,Sal Rei,CV,2021-05-23 23:08:07,16.1833,-22.9167,73.96,86,20,16.2
444,Manukan,PH,2021-05-23 23:08:18,8.5333,123.1,80.82,81,8,3.2
445,Piacabucu,BR,2021-05-23 23:08:19,-10.4056,-36.4344,75.13,82,72,6.73
446,Fort-Shevchenko,KZ,2021-05-23 23:08:19,44.5086,50.263,77.56,29,0,14.07
447,Uyovu,TZ,2021-05-23 23:08:20,-3.2833,31.5258,65.05,74,84,4.29
448,Show Low,US,2021-05-23 23:08:20,34.2542,-110.0298,72.3,3,1,14.97
449,Gawler,AU,2021-05-23 23:08:21,-34.6,138.7333,68.22,42,100,15.03
450,Tazmalt,DZ,2021-05-23 23:08:32,36.3868,4.3989,67.93,80,97,12.01
451,Oktyabrskiy,RU,2021-05-23 23:08:33,54.4815,53.471,73.87,29,96,14.2
452,Deputatskiy,RU,2021-05-23 23:08:33,69.3,139.9,33.89,68,9,4.29
453,Rio Verde De Mato Grosso,BR,2021-05-23 23:08:34,-18.9181,-54.8442,64.9,86,100,3.65
454,Tura,IN,2021-05-23 23:08:34,25.5198,90.2201,78.08,72,18,4.0
455,Manaure,CO,2021-05-23 23:08:35,11.7751,-72.4445,84.52,68,99,18.79
456,Topolobampo,MX,2021-05-23 23:08:35,25.6,-109.05,93.11,35,1,20.71
457,Hambantota,LK,2021-05-23 23:08:35,6.1241,81.1185,81.48,82,93,17.81
458,Mananara,MG,2021-05-23 23:08:47,-16.1667,49.7667,67.23,92,91,6.62
459,Ngawen,ID,2021-05-23 23:08:47,-7.0032,111.3129,74.16,91,14,3.62
460,Hasaki,JP,2021-05-23 23:08:59,35.7333,140.8333,71.19,75,93,4.34
461,San Cristobal,VE,2021-05-23 23:08:59,7.7669,-72.225,77.18,78,98,3.04
462,Valleyview,CA,2021-05-23 23:04:35,55.0667,-117.2859,71.38,35,73,2.06
463,Leh,IN,2021-05-23 23:09:00,34.1667,77.5833,39.63,93,100,4.83
464,Aswan,EG,2021-05-23 23:09:01,24.0934,32.907,77.23,23,0,10.04
465,Santa Maria,BR,2021-05-23 23:05:14,-29.6842,-53.8069,53.37,75,99,15.12
466,Khani,GE,2021-05-23 23:09:01,41.9563,42.9566,49.57,99,100,2.15
467,Birobidzhan,RU,2021-05-23 23:08:29,48.8,132.95,49.51,85,100,2.73
468,Corlateni,RO,2021-05-23 23:09:02,47.9333,26.55,60.01,86,91,1.01
469,Petropavlovsk-Kamchatskiy,RU,2021-05-23 23:09:03,53.0452,158.6483,46.99,87,75,3.2
470,Pingshan,CN,2021-05-23 23:09:24,22.9938,114.7131,82.27,82,59,1.54
471,Chicago,US,2021-05-23 23:09:22,41.85,-87.65,81.37,78,75,5.99
472,Burnie,AU,2021-05-23 23:05:26,-41.0667,145.9167,52.95,79,98,10.54
473,Manggar,ID,2021-05-23 23:09:37,-2.8833,108.2667,81.97,76,25,9.17
474,Sembe,CG,2021-05-23 23:09:48,1.6481,14.5806,70.84,97,90,1.1
475,Andra,RU,2021-05-23 23:09:48,62.5147,65.8878,53.37,63,8,9.64
476,Porto Franco,BR,2021-05-23 23:09:49,-6.3383,-47.3992,78.53,69,46,1.3
477,Vila Do Maio,CV,2021-05-23 23:09:49,15.1333,-23.2167,74.19,85,2,16.26
478,Nantucket,US,2021-05-23 23:10:01,41.2835,-70.0995,68.14,91,75,30.33
479,Ancud,CL,2021-05-23 23:10:03,-41.8697,-73.8203,53.42,93,70,8.55
480,Sindor,RU,2021-05-23 23:10:03,62.8629,51.8905,44.73,71,65,6.13
481,Krasnyy Yar,RU,2021-05-23 23:10:04,46.5331,48.3456,64.33,39,14,7.38
482,Mogocha,RU,2021-05-23 23:10:04,53.7333,119.7667,36.09,91,100,8.12
483,Sungai Padi,TH,2021-05-23 23:10:16,6.0851,101.8766,74.28,91,96,2.64
484,Doha,QA,2021-05-23 23:05:20,25.2867,51.5333,89.58,51,0,2.3
485,Arys,KZ,2021-05-23 23:10:17,42.4252,68.795,71.82,55,89,6.51
486,Salym,RU,2021-05-23 23:10:17,60.0625,71.4789,52.54,69,0,5.66
487,Muisne,EC,2021-05-23 23:10:18,0.6,-80.0333,76.73,85,72,7.36
488,Dibulla,CO,2021-05-23 23:10:18,11.2725,-73.3091,80.82,86,100,3.6
489,Sirajganj,BD,2021-05-23 23:10:19,24.45,89.7167,87.08,66,28,8.9
490,Koslan,RU,2021-05-23 23:10:19,63.4564,48.8989,41.95,70,86,7.58
491,Aykhal,RU,2021-05-23 23:10:20,66.0,111.5,41.07,63,33,12.08
492,Merauke,ID,2021-05-23 23:10:31,-8.4667,140.3333,78.4,77,100,13.58
493,Colares,PT,2021-05-23 23:10:32,38.7992,-9.4469,60.33,72,5,13.0
494,Dulce Grande,MX,2021-05-23 23:10:32,23.0,-102.1667,62.94,46,59,24.54
495,Saint-Joseph,RE,2021-05-23 23:10:32,-21.3667,55.6167,68.36,81,85,12.77
496,Praia Da Vitoria,PT,2021-05-23 23:10:33,38.7333,-27.0667,58.75,70,60,5.84
497,Buin,CL,2021-05-23 23:10:33,-33.7333,-70.75,66.09,23,70,4.72
498,Matagami,CA,2021-05-23 23:10:34,49.7502,-77.6328,48.49,39,9,8.97
499,De Aar,ZA,2021-05-23 23:10:34,-30.6497,24.0123,51.46,30,61,5.84
500,Maceio,BR,2021-05-23 23:10:03,-9.6658,-35.7353,74.64,80,20,8.43
501,Challans,FR,2021-05-23 23:10:47,46.8436,-1.8749,56.32,83,93,28.16
502,Pestyaki,RU,2021-05-23 23:10:47,56.7103,42.6717,51.64,98,73,5.08
503,Lagoa,PT,2021-05-23 23:10:48,39.05,-27.9833,60.64,65,49,7.7
504,Yidu,CN,2021-05-23 23:10:48,24.1614,115.1328,78.69,80,82,4.07
505,Kedrovyy,RU,2021-05-23 23:10:49,56.1667,91.8167,57.61,96,100,11.16
506,Codrington,AU,2021-05-23 23:10:49,-38.2667,141.9667,56.5,64,100,12.5
507,Andreapol,RU,2021-05-23 23:11:01,56.6513,32.2664,45.14,96,80,9.31
508,Mahajanga,MG,2021-05-23 23:11:01,-15.7167,46.3167,68.02,94,20,2.3
509,Qinggang,CN,2021-05-23 23:11:02,46.6833,126.0833,52.83,39,9,20.24
510,Roma,US,2021-05-23 23:09:38,43.2128,-75.4557,68.43,56,1,12.66
511,Atambua,ID,2021-05-23 23:11:03,-9.1061,124.8925,72.36,79,47,4.54
512,Grafton,US,2021-05-23 23:11:04,42.207,-71.6856,73.2,76,40,13.09
513,Verkhnyaya Inta,RU,2021-05-23 23:11:04,65.9811,60.3094,34.36,58,81,15.05
514,Sabya,SA,2021-05-23 23:11:05,17.1495,42.6254,90.36,38,3,1.95
515,Kazachinskoye,RU,2021-05-23 23:11:16,57.6953,93.2761,56.5,97,100,8.79
516,Quetigny,FR,2021-05-23 23:11:17,47.3167,5.1167,46.06,87,0,3.44
517,Mikuni,JP,2021-05-23 23:11:17,36.2171,136.1519,69.62,65,100,5.55
518,La Union,PE,2021-05-23 23:11:17,-5.4,-80.75,74.71,63,86,15.99
519,Poopo,BO,2021-05-23 23:11:10,-18.3667,-66.9667,44.44,20,100,3.91
520,Asekeyevo,RU,2021-05-23 23:11:18,53.5742,52.7972,72.18,30,76,13.31
521,Hualmay,PE,2021-05-23 23:11:19,-11.0964,-77.6139,65.08,84,53,8.05
522,Santa Cruz,BO,2021-05-23 23:10:18,-17.8,-63.1667,65.75,33,100,8.39
523,Ust-Uda,RU,2021-05-23 23:11:20,54.1742,103.0304,42.1,61,29,1.14
524,Fukue,JP,2021-05-23 23:11:31,32.6881,128.8419,62.53,89,100,15.19
525,Mobaye,CF,2021-05-23 23:11:32,4.319,21.1786,72.09,94,100,3.4
526,Kismayo,SO,2021-05-23 23:11:32,-0.3582,42.5454,77.56,79,48,16.67
527,Ikalamavony,MG,2021-05-23 23:11:33,-21.15,46.5833,56.14,91,15,4.97
528,Whitehorse,CA,2021-05-23 23:11:33,60.7161,-135.0538,52.11,43,75,8.01
529,Kandalaksha,RU,2021-05-23 23:11:45,67.162,32.4123,35.13,75,91,8.86
530,Avallon,FR,2021-05-23 23:11:45,47.4833,3.9,46.15,81,100,5.99
531,Umuarama,BR,2021-05-23 23:11:46,-23.7664,-53.325,54.03,51,1,4.12
532,Mangla,PK,2021-05-23 23:11:46,31.8931,72.3817,79.92,39,0,6.35
533,Magadi,IN,2021-05-23 23:11:47,12.9667,77.2333,71.94,87,100,11.25
534,Nuuk,GL,2021-05-23 23:11:47,64.1835,-51.7216,29.01,100,90,6.91
535,Luderitz,NA,2021-05-23 23:11:48,-26.6481,15.1594,72.64,34,0,6.44
536,La Ronge,CA,2021-05-23 23:11:48,55.1001,-105.2842,61.77,47,41,7.76
537,Handan,CN,2021-05-23 23:11:49,36.6006,114.4678,73.89,12,10,6.33
538,Chapais,CA,2021-05-23 23:09:50,49.7834,-74.8492,48.51,36,0,9.8
539,Gigmoto,PH,2021-05-23 23:12:00,13.7796,124.39,82.83,80,14,4.61
540,Port Blair,IN,2021-05-23 23:12:01,11.6667,92.75,82.09,83,100,25.12
541,Kemijarvi,FI,2021-05-23 23:12:01,66.7131,27.4306,31.86,86,97,7.43
542,Suhut,TR,2021-05-23 23:12:02,38.5311,30.5458,49.39,56,12,3.4
543,Pakenham,AU,2021-05-23 23:12:02,-38.0667,145.4833,57.54,74,100,3.0
544,Auki,SB,2021-05-23 23:12:03,-8.7676,160.7034,77.07,90,100,7.83
545,Kodinsk,RU,2021-05-23 23:12:03,58.6881,99.1844,47.57,85,100,8.39
546,Taltal,CL,2021-05-23 23:12:03,-25.4,-70.4833,61.65,69,42,2.08
547,Marau,BR,2021-05-23 23:12:04,-28.4492,-52.2,48.31,82,90,11.39
548,Meulaboh,ID,2021-05-23 23:12:04,4.1363,96.1285,76.98,88,97,4.74
549,Puro,PH,2021-05-23 23:12:05,12.4841,123.3827,82.63,75,19,5.5
550,Barranca,PE,2021-05-23 23:12:16,-10.75,-77.7667,64.54,83,48,7.25
551,Okhtyrka,UA,2021-05-23 23:12:17,50.3104,34.8988,53.51,81,86,2.73
552,Yuxia,CN,2021-05-23 23:12:17,34.0615,108.6291,64.74,46,67,4.29
553,Kodra,UA,2021-05-23 23:12:18,50.5949,29.5587,57.31,74,100,3.4
554,Ambunti,PG,2021-05-23 23:12:18,-4.2365,142.8448,77.86,93,100,1.34
555,Fare,PF,2021-05-23 23:12:19,-16.7,-151.0167,80.22,78,78,11.79
556,Victoria Point,AU,2021-05-23 23:12:19,-27.5833,153.3,69.69,75,4,5.99
